id_pergunta,modelo_avaliado,nota_llama33,nota_qwen72,nota_gemma9,justificativa_llama,justificativa_qwen,justificativa_gemma,nota_media,desvio_padrao
110,qwen2-1.5b,2.3,0.0,0.0,"A resposta apresenta uma boa compreensão da doutrina do poder-dever, mas carece de fundamentação legal e apresenta repetições excessivas, o que afeta a coerência e a lógica da exposição.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,0.7666666666666666,1.3279056191361391
110,tinyllama-1.1b,0.0,0.0,0.0,"A resposta não apresenta qualquer conteúdo relevante ou coerente com a pergunta, não há menção a artigos ou súmulas, e a linguagem utilizada é confusa e não técnica.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,0.0,0.0
111,phi-3-mini,8.0,0.0,0.0,"A resposta apresenta acurácia jurídica ao mencionar a necessidade de cumprimento das fases do processo administrativo e a legislação aplicável. No entanto, a fundamentação legal poderia ser mais robusta com a citação específica de artigos relevantes das Leis nº 8112/90 e 9784/98.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,2.6666666666666665,4.618802153517007
111,qwen2-1.5b,2.3,0.0,0.0,"A resposta apresenta uma linha de raciocínio confusa e não apresenta fundamentação legal clara, além de não citar artigos ou súmulas pertinentes. A lógica da argumentação é fraca e se repete em várias partes.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,0.7666666666666666,1.3279056191361391
111,tinyllama-1.1b,2.3,0.0,0.0,"A resposta apresenta alguns conceitos corretos, como a menção à Lei nº 8112/90 e à Lei 9784/98, que tratam do regime jurídico dos servidores públicos e do processo administrativo, respectivamente. No entanto, a fundamentação legal é insuficiente, pois não são citados artigos específicos que justifiquem a aplicação da pena de demissão. Além disso, a coerência e lógica da resposta são razoáveis, mas poderiam ser melhoradas com uma estrutura mais clara e uma explicação mais detalhada do processo.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,0.7666666666666666,1.3279056191361391
112,phi-3-mini,8.0,0.0,0.0,"A resposta apresenta acurácia jurídica ao descrever as restrições impostas pelo tombamento, mas carece de fundamentação legal específica e poderia ser mais detalhada na explicação lógica das obrigações negativas.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,2.6666666666666665,4.618802153517007
112,qwen2-1.5b,2.3,0.0,0.0,"A resposta apresenta uma boa compreensão do conceito de tombamento e sua relação com a propriedade privada, mas carece de fundamentação legal específica e apresenta repetições desnecessárias.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,0.7666666666666666,1.3279056191361391
112,tinyllama-1.1b,0.0,0.0,0.0,"A resposta não apresenta qualquer fundamentação jurídica, legal ou lógica que permita avaliar a acurácia técnica da resposta.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,0.0,0.0
113,phi-3-mini,8.0,0.0,0.0,"A resposta apresenta acurácia jurídica ao abordar o poder de polícia e a necessidade de controle judiciário, mas carece de fundamentação legal específica e poderia ser mais detalhada em sua lógica.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,2.6666666666666665,4.618802153517007
113,qwen2-1.5b,7.5,0.0,0.0,"A resposta apresenta uma boa compreensão do conceito de poder de polícia e sua importância para a preservação da ordem e segurança pública. No entanto, falta uma fundamentação legal mais robusta, com citação de artigos ou súmulas específicas que respaldem as afirmações. A lógica da exposição é coerente, mas poderia ser reforçada com exemplos mais concretos e uma análise mais aprofundada dos limites constitucionais do poder de polícia.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,2.5,4.330127018922194
113,tinyllama-1.1b,7.0,0.0,0.0,"A resposta apresenta uma boa compreensão do conceito de poder de polícia e sua importância para a proteção da sociedade. No entanto, falta uma fundamentação legal mais robusta, com citação de artigos ou súmulas específicas que respaldem as afirmações.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,2.3333333333333335,4.041451884327381
114,phi-3-mini,8.0,0.0,0.0,"A resposta apresenta acurácia jurídica ao abordar a autonomia das Agências Reguladoras, mas carece de fundamentação legal específica, pois cita um artigo inexistente (artigo 141, §2º) na Constituição Federal. Além disso, a lógica da exposição é coerente, mas poderia ser mais detalhada.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,2.6666666666666665,4.618802153517007
114,qwen2-1.5b,8.5,0.0,0.0,"A resposta apresenta uma boa compreensão do conceito de autonomia das Agências Reguladoras, destacando a importância da independência técnica e financeira. No entanto, falta uma fundamentação legal mais robusta, com citação de artigos ou súmulas específicas que respaldem as afirmações.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,2.8333333333333335,4.907477288111819
114,tinyllama-1.1b,2.0,0.0,0.0,"A resposta apresenta conceitos vagos e não cita artigos ou súmulas específicas para fundamentar a autonomia das Agências Reguladoras, carecendo de precisão jurídica.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,0.6666666666666666,1.1547005383792517
115,phi-3-mini,8.0,0.0,0.0,"A resposta apresenta os requisitos corretos para desapropriação, mas a fundamentação legal é parcialmente incompleta e não há menção explícita a artigos específicos da Constituição Federal ou do Código Civil que tratam da desapropriação, como o art. 5º, XXIV, da CF/88.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,2.6666666666666665,4.618802153517007
115,qwen2-1.5b,7.5,0.0,0.0,"A resposta apresenta uma lista de requisitos constitucionais para desapropriação, mas carece de fundamentação legal específica e de coerência lógica em alguns pontos. Além disso, alguns requisitos parecem repetitivos ou mal definidos.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,2.5,4.330127018922194
115,tinyllama-1.1b,2.3,0.0,0.0,"A resposta apresenta uma estrutura lógica, mas carece de fundamentação legal específica e acurácia técnica em relação aos requisitos constitucionais para desapropriação. Não há menção a artigos ou súmulas pertinentes.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,0.7666666666666666,1.3279056191361391
116,phi-3-mini,8.0,0.0,0.0,"A resposta apresenta uma boa compreensão da instabilidade nos contratos administrativos, mas poderia ser mais precisa na citação de artigos e súmulas específicas. Além disso, a menção ao art. 60, II, da CF parece ser um erro, pois o artigo correto relacionado a contratos administrativos é o art. 37, XXI, da CF. A lógica da resposta é coerente, mas a fundamentação legal poderia ser mais robusta.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,2.6666666666666665,4.618802153517007
116,qwen2-1.5b,7.5,0.0,0.0,"A resposta apresenta uma boa compreensão do conceito de contrato administrativo e sua instabilidade, mas carece de fundamentação legal específica, como artigos ou súmulas que respaldem as afirmações.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,2.5,4.330127018922194
116,tinyllama-1.1b,2.3,0.0,0.0,"A resposta apresenta uma definição razoável da instabilidade dos contratos administrativos, mas carece de fundamentação legal e não apresenta artigos ou súmulas pertinentes. A lógica da exposição é coerente, mas a falta de precisão técnica e a ausência de referências legais comprometem a acurácia jurídica.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,0.7666666666666666,1.3279056191361391
117,phi-3-mini,2.3,0.0,0.0,"A resposta apresenta uma conclusão razoável, mas carece de fundamentação legal específica e não cita artigos ou súmulas pertinentes.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,0.7666666666666666,1.3279056191361391
117,qwen2-1.5b,2.3,0.0,0.0,"A resposta apresenta uma linha de raciocínio confusa e contraditória, pois inicialmente defende que a efetivação do concurso não deve ser adiada, mas posteriormente afirma que deve ser adiada. Além disso, não há fundamentação legal com base em artigos ou súmulas pertinentes.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,0.7666666666666666,1.3279056191361391
117,tinyllama-1.1b,2.0,0.0,0.0,"A resposta apresenta conceitos vagos e não cita artigos ou súmulas pertinentes, além de conter erros de digitação e falta de clareza.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,0.6666666666666666,1.1547005383792517
118,phi-3-mini,8.0,0.0,0.0,"A resposta apresenta acurácia jurídica ao abordar o conceito de poder discricionário da Administração Pública, mas carece de fundamentação legal específica e de uma estrutura lógica mais robusta.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,2.6666666666666665,4.618802153517007
118,qwen2-1.5b,7.5,0.0,0.0,"A resposta apresenta conceitos relevantes sobre o Poder discricionário, mas carece de fundamentação legal específica e apresenta algumas imprecisões na aplicação dos conceitos.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,2.5,4.330127018922194
118,tinyllama-1.1b,1.3,0.0,0.0,"A resposta apresenta conceitos confusos e imprecisos sobre o Poder discricionário da Administração Pública, não citando fundamentos legais específicos e carecendo de coerência lógica.","Erro na auditoria Qwen: Error code: 404 - {'error': {'message': 'The model `qwen-2.5-72b-chat` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'code': 'model_not_found'}}",Erro API: 404,0.43333333333333335,0.7505553499465135
