id_pergunta,erro_raw,nota_final
115,"Erro API HF: 404 - <!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""utf-8"">
<title>Error</title>
</head>
<body>
<pre>Cannot POST /models/mistralai/Mistral-7B-Instruct-v0.3</pre>
</body>
</html>
",0.0
116,"Erro API HF: 404 - <!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""utf-8"">
<title>Error</title>
</head>
<body>
<pre>Cannot POST /models/mistralai/Mistral-7B-Instruct-v0.3</pre>
</body>
</html>
",0.0
116,"Erro API HF: 404 - <!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""utf-8"">
<title>Error</title>
</head>
<body>
<pre>Cannot POST /models/mistralai/Mistral-7B-Instruct-v0.3</pre>
</body>
</html>
",0.0
116,"Erro API HF: 404 - <!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""utf-8"">
<title>Error</title>
</head>
<body>
<pre>Cannot POST /models/mistralai/Mistral-7B-Instruct-v0.3</pre>
</body>
</html>
",0.0
117,"Erro API HF: 404 - <!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""utf-8"">
<title>Error</title>
</head>
<body>
<pre>Cannot POST /models/mistralai/Mistral-7B-Instruct-v0.3</pre>
</body>
</html>
",0.0
117,"Erro API HF: 404 - <!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""utf-8"">
<title>Error</title>
</head>
<body>
<pre>Cannot POST /models/mistralai/Mistral-7B-Instruct-v0.3</pre>
</body>
</html>
",0.0
117,"Erro API HF: 404 - <!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""utf-8"">
<title>Error</title>
</head>
<body>
<pre>Cannot POST /models/mistralai/Mistral-7B-Instruct-v0.3</pre>
</body>
</html>
",0.0
118,"Erro API HF: 404 - <!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""utf-8"">
<title>Error</title>
</head>
<body>
<pre>Cannot POST /models/mistralai/Mistral-7B-Instruct-v0.3</pre>
</body>
</html>
",0.0
118,"Erro API HF: 404 - <!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""utf-8"">
<title>Error</title>
</head>
<body>
<pre>Cannot POST /models/mistralai/Mistral-7B-Instruct-v0.3</pre>
</body>
</html>
",0.0
118,"Erro API HF: 404 - <!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""utf-8"">
<title>Error</title>
</head>
<body>
<pre>Cannot POST /models/mistralai/Mistral-7B-Instruct-v0.3</pre>
</body>
</html>
",0.0
